Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00R,NHS BLACKPOOL CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00R,NHS BLACKPOOL CCG,All_Provider,,CCG,Age,Under 18,NULL,10,10,*,5,*,*,5,*,*,*,,5,5,*,100,*,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00R,NHS BLACKPOOL CCG,All_Provider,,CCG,Gender,Female,NULL,605,490,185,390,30,205,285,15,85,200,,370,385,57,73,55,95,99,*,15,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00R,NHS BLACKPOOL CCG,All_Provider,,CCG,Gender,Male,NULL,340,270,120,170,10,85,120,10,40,85,,160,165,55,70,54,94,99,*,5,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00R,NHS BLACKPOOL CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00R,NHS BLACKPOOL CCG,All_Provider,,CCG,Total,Total,NULL,945,760,305,560,40,295,400,25,125,285,,530,555,57,72,55,95,99,5,20,26
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Age,18 to 64,NULL,790,565,135,345,25,135,180,20,145,130,,325,345,43,52,41,94,100,10,35,27
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Age,65 to 74,NULL,40,30,10,15,*,5,10,*,*,5,,15,15,54,60,54,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Age,75 to 89,NULL,15,10,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Age,Under 18,NULL,50,30,5,15,*,*,5,*,5,*,,15,15,*,40,*,93,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Gender,Female,NULL,775,555,120,320,20,120,170,20,130,120,,300,320,40,52,39,94,100,10,30,28
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Gender,Male,NULL,360,225,55,150,15,50,70,5,70,45,,135,150,37,47,35,91,100,*,20,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,,CCG,Total,Total,NULL,1135,780,170,470,35,170,240,25,205,165,,435,470,39,51,38,93,100,15,50,25
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Age,18 to 64,NULL,1750,1255,305,805,50,300,420,50,335,290,,715,795,40,52,38,89,99,25,80,32
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Age,65 to 74,NULL,65,50,10,45,*,25,30,*,15,20,,40,40,56,64,51,89,93,*,5,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Age,75 to 89,NULL,35,25,10,25,*,10,15,*,10,10,,25,25,55,56,50,96,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Age,Under 18,NULL,80,60,15,30,*,*,5,*,20,*,,30,30,*,20,*,93,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Gender,Female,NULL,1665,1210,265,735,40,280,400,45,290,270,,645,725,41,54,39,88,99,25,75,30
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Gender,Male,NULL,765,505,145,370,25,110,155,25,190,105,,345,365,32,42,30,94,99,15,35,38
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01A,NHS EAST LANCASHIRE CCG,All_Provider,,CCG,Total,Total,NULL,2435,1720,410,1110,65,390,555,70,485,375,,995,1095,38,50,36,90,99,35,115,33
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Age,18 to 64,NULL,1040,775,195,535,45,210,265,35,240,195,,490,535,43,49,40,92,100,10,55,17
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Age,65 to 74,NULL,45,35,10,20,*,10,10,*,10,10,,20,20,50,50,50,90,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Age,75 to 89,NULL,20,15,*,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Age,Under 18,NULL,60,35,5,25,*,10,10,*,10,10,,20,25,38,42,33,92,96,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Gender,Female,NULL,1045,775,185,520,45,190,255,30,235,185,,485,520,41,49,39,93,100,10,65,15
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Gender,Male,NULL,540,370,100,245,10,90,120,15,105,85,,220,245,40,50,37,90,100,5,25,24
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01E,NHS GREATER PRESTON CCG,All_Provider,,CCG,Total,Total,NULL,1590,1150,280,765,60,285,375,50,340,270,,705,760,40,49,38,92,100,15,90,18
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Age,18 to 64,NULL,1425,895,160,730,70,340,470,25,230,320,,700,725,52,64,49,96,100,20,75,28
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Age,65 to 74,NULL,90,60,5,60,5,30,40,*,15,30,,60,60,62,66,56,98,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Age,75 to 89,NULL,30,20,*,25,5,10,15,*,10,10,,25,25,63,58,63,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Age,Under 18,NULL,45,10,*,10,*,*,*,*,*,*,,5,10,*,*,*,88,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Gender,Female,NULL,1370,880,145,685,55,315,440,25,215,300,,655,680,51,64,48,96,100,20,70,32
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Gender,Male,NULL,760,455,85,370,30,180,235,20,110,165,,360,370,53,64,50,97,100,10,40,32
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,01K,NHS MORECAMBE BAY CCG,All_Provider,,CCG,Total,Total,NULL,2140,1335,230,1050,90,495,675,45,325,465,,1015,1050,52,64,48,97,100,35,105,32
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Age,18 to 64,NULL,435,310,120,245,10,95,120,10,115,95,,240,245,41,49,40,99,100,15,40,32
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Age,65 to 74,NULL,25,25,*,20,*,5,10,*,10,5,,20,20,33,47,33,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Age,75 to 89,NULL,25,20,10,10,*,*,5,*,*,*,,10,10,*,63,*,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Age,Under 18,NULL,40,30,5,10,*,*,*,*,10,*,,10,10,*,*,*,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Gender,Female,NULL,475,330,130,245,10,85,115,10,115,85,,245,245,37,48,35,99,100,10,35,34
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Gender,Male,NULL,240,170,65,120,*,40,55,*,60,40,,115,120,36,45,35,99,100,5,20,33
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02G,NHS WEST LANCASHIRE CCG,All_Provider,,CCG,Total,Total,NULL,715,500,190,365,15,130,170,15,180,125,,360,365,37,47,35,99,100,20,55,34
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Age,18 to 64,NULL,815,475,185,380,40,145,190,20,165,135,,355,375,43,50,40,93,98,15,45,30
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Age,65 to 74,NULL,45,30,10,30,10,10,15,*,15,10,,30,30,43,44,39,88,88,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Age,75 to 89,NULL,30,25,*,15,*,5,5,*,5,5,,15,15,64,54,55,100,100,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Age,Under 18,NULL,30,20,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Gender,Female,NULL,805,450,175,350,40,135,180,25,140,125,,325,340,44,52,41,93,98,10,40,24
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Gender,Male,NULL,385,205,70,150,10,60,70,5,75,55,,140,145,44,46,40,95,99,5,15,36
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,02M,NHS FYLDE AND WYRE CCG,All_Provider,,CCG,Total,Total,NULL,1190,655,245,495,55,195,250,30,215,180,,465,485,44,50,41,93,98,15,55,27
Quarter 3 2020/21,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,,CCG,Age,18 to 64,NULL,1080,820,405,365,15,200,265,20,75,195,,345,365,56,72,56,94,100,15,35,38
Quarter 3 2020/21,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,,CCG,Age,65 to 74,NULL,60,50,30,15,*,10,10,*,5,10,,15,15,60,67,53,93,100,*,*,*
Quarter 3 2020/21,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,,CCG,Age,75 to 89,NULL,35,20,15,5,*,5,5,*,*,5,,5,5,100,100,100,100,100,*,*,*
Quarter 3 2020/21,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,,CCG,Age,Under 18,NULL,90,60,20,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,,CCG,Gender,Female,NULL,1080,810,380,340,10,180,245,20,70,180,,315,340,55,72,54,93,100,15,40,42
