Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 4 2021/22,InvalidCode,Unknown,InvalidCode,Unknown,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,,,,20.0,,43.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00Q,NHS BLACKBURN WITH DARWEN CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,25.0,20.0,275.0,240.0,25.0,125.0,160.0,20.0,60.0,115.0,,15.0,240.0,57.0,67.0,54.0,100.0,100.0,15.0,20.0,71.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00Q,NHS BLACKBURN WITH DARWEN CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,10.0,5.0,5.0,10.0,,10.0,5.0,,5.0,5.0,,10.0,10.0,79.0,75.0,50.0,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00Q,NHS BLACKBURN WITH DARWEN CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,45.0,30.0,10.0,15.0,,5.0,5.0,,5.0,5.0,,15.0,15.0,86.0,46.0,86.0,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00Q,NHS BLACKBURN WITH DARWEN CCG,All_Provider,nan,CCG,Gender,Female,NULL,425.0,215.0,220.0,225.0,15.0,115.0,145.0,20.0,65.0,100.0,,105.0,,54.0,63.0,49.0,99.0,100.0,15.0,20.0,76.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00Q,NHS BLACKBURN WITH DARWEN CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,145.0,105.0,15.0,60.0,70.0,5.0,30.0,55.0,,,105.0,66.0,66.0,62.0,,100.0,5.0,5.0,83.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00Q,NHS BLACKBURN WITH DARWEN CCG,All_Provider,nan,CCG,Total,Total,NULL,,,370.0,330.0,30.0,170.0,210.0,25.0,95.0,155.0,,325.0,330.0,58.0,64.0,53.0,98.0,100.0,20.0,25.0,78.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00R,NHS BLACKPOOL CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,30.0,20.0,10.0,35.0,,25.0,25.0,,10.0,25.0,,35.0,35.0,71.0,73.0,69.0,95.0,100.0,25.0,60.0,44.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00R,NHS BLACKPOOL CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,40.0,25.0,10.0,5.0,,5.0,5.0,,,5.0,,5.0,5.0,58.0,67.0,58.0,86.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00R,NHS BLACKPOOL CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,,,,,,,,,,,,,71.0,,,,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00R,NHS BLACKPOOL CCG,All_Provider,nan,CCG,Gender,Female,NULL,430.0,300.0,200.0,345.0,20.0,170.0,250.0,15.0,80.0,165.0,,330.0,345.0,52.0,72.0,50.0,95.0,100.0,15.0,40.0,38.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00R,NHS BLACKPOOL CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,110.0,195.0,10.0,105.0,140.0,10.0,45.0,100.0,,190.0,195.0,56.0,72.0,54.0,98.0,99.0,10.0,30.0,38.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00R,NHS BLACKPOOL CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,,,,,,38.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,40.0,30.0,15.0,20.0,5.0,10.0,15.0,20.0,5.0,10.0,,15.0,20.0,69.0,75.0,47.0,80.0,100.0,15.0,40.0,45.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55.0,25.0,10.0,10.0,,,,,5.0,,,5.0,10.0,,,69.0,63.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,nan,CCG,Gender,Female,NULL,405.0,195.0,105.0,110.0,15.0,55.0,70.0,5.0,35.0,100.0,,85.0,110.0,46.0,65.0,43.0,76.0,99.0,20.0,35.0,57.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,50.0,,,,57.0,,51.0,,,5.0,15.0,31.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,145.0,,,,49.0,,45.0,,,25.0,55.0,49.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01A,NHS EAST LANCASHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,105.0,80.0,20.0,30.0,35.0,340.0,445.0,50.0,105.0,330.0,,30.0,30.0,60.0,74.0,58.0,94.0,97.0,25.0,45.0,57.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01A,NHS EAST LANCASHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,95.0,45.0,15.0,15.0,,10.0,10.0,,10.0,10.0,,15.0,15.0,100.0,85.0,89.0,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01A,NHS EAST LANCASHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,25.0,10.0,,,5.0,,,,,10.0,10.0,,56.0,,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01A,NHS EAST LANCASHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,850.0,515.0,255.0,215.0,30.0,320.0,430.0,50.0,110.0,310.0,,210.0,215.0,58.0,73.0,56.0,98.0,100.0,25.0,45.0,52.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01A,NHS EAST LANCASHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,20.0,125.0,150.0,20.0,45.0,115.0,,,,63.0,71.0,59.0,,,15.0,15.0,82.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01A,NHS EAST LANCASHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,57.0,,,40.0,65.0,60.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01E,NHS GREATER PRESTON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,50.0,30.0,15.0,15.0,15.0,10.0,10.0,30.0,80.0,165.0,,15.0,15.0,55.0,73.0,51.0,100.0,100.0,20.0,45.0,50.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01E,NHS GREATER PRESTON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60.0,30.0,15.0,5.0,,,5.0,,,10.0,,5.0,5.0,71.0,83.0,71.0,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01E,NHS GREATER PRESTON CCG,All_Provider,nan,CCG,Gender,Female,NULL,635.0,320.0,190.0,150.0,5.0,80.0,100.0,10.0,35.0,145.0,,125.0,150.0,55.0,69.0,48.0,83.0,100.0,25.0,50.0,50.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01E,NHS GREATER PRESTON CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,75.0,,,,,,52.0,,,10.0,20.0,47.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01E,NHS GREATER PRESTON CCG,All_Provider,nan,CCG,Total,Total,NULL,,930.0,525.0,470.0,20.0,235.0,305.0,40.0,125.0,220.0,,410.0,470.0,53.0,65.0,49.0,87.0,100.0,35.0,70.0,49.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01K,NHS MORECAMBE BAY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,60.0,45.0,15.0,40.0,,25.0,30.0,,10.0,25.0,,35.0,40.0,74.0,77.0,69.0,92.0,100.0,35.0,70.0,51.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01K,NHS MORECAMBE BAY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,35.0,10.0,10.0,25.0,,15.0,15.0,,5.0,15.0,,20.0,25.0,68.0,70.0,59.0,96.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01K,NHS MORECAMBE BAY CCG,All_Provider,nan,CCG,Gender,Female,NULL,,730.0,215.0,530.0,40.0,265.0,370.0,15.0,140.0,250.0,,500.0,525.0,54.0,69.0,51.0,94.0,99.0,45.0,80.0,59.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01K,NHS MORECAMBE BAY CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,,,,,,,,,,15.0,30.0,53.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,01K,NHS MORECAMBE BAY CCG,All_Provider,nan,CCG,Total,Total,NULL,,1145.0,355.0,800.0,65.0,425.0,550.0,30.0,210.0,395.0,,755.0,795.0,58.0,69.0,53.0,95.0,99.0,65.0,115.0,58.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02G,NHS WEST LANCASHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,50.0,40.0,290.0,145.0,,75.0,105.0,5.0,30.0,70.0,,10.0,145.0,55.0,74.0,52.0,91.0,100.0,10.0,20.0,44.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02G,NHS WEST LANCASHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,30.0,20.0,10.0,5.0,,10.0,10.0,,,10.0,,,5.0,91.0,82.0,73.0,,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02G,NHS WEST LANCASHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,,,,,,,,,,,,,,,,,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02G,NHS WEST LANCASHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,365.0,260.0,180.0,65.0,,35.0,50.0,,15.0,35.0,,65.0,65.0,57.0,74.0,52.0,95.0,100.0,10.0,25.0,48.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02G,NHS WEST LANCASHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,,,450.0,210.0,5.0,120.0,160.0,10.0,45.0,110.0,,200.0,210.0,58.0,75.0,54.0,95.0,100.0,15.0,30.0,48.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02M,NHS FYLDE AND WYRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,960.0,580.0,275.0,310.0,30.0,145.0,205.0,20.0,85.0,140.0,,270.0,305.0,52.0,65.0,49.0,87.0,97.0,15.0,25.0,60.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02M,NHS FYLDE AND WYRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,45.0,35.0,25.0,25.0,,15.0,20.0,,5.0,15.0,,15.0,25.0,58.0,67.0,54.0,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02M,NHS FYLDE AND WYRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,45.0,15.0,10.0,5.0,,10.0,10.0,,,10.0,,5.0,5.0,71.0,71.0,64.0,100.0,100.0,,,
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02M,NHS FYLDE AND WYRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,475.0,285.0,140.0,155.0,30.0,130.0,185.0,20.0,80.0,125.0,,130.0,155.0,51.0,65.0,49.0,85.0,99.0,15.0,25.0,54.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02M,NHS FYLDE AND WYRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,15.0,70.0,100.0,15.0,40.0,65.0,,,,50.0,65.0,46.0,,,10.0,10.0,67.0
Quarter 4 2021/22,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,02M,NHS FYLDE AND WYRE CCG,All_Provider,nan,CCG,Total,Total,NULL,,,390.0,440.0,45.0,200.0,285.0,30.0,120.0,190.0,,380.0,430.0,51.0,65.0,48.0,87.0,98.0,20.0,35.0,58.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,80.0,65.0,505.0,350.0,15.0,170.0,230.0,15.0,90.0,160.0,,345.0,350.0,51.0,66.0,48.0,98.0,100.0,25.0,35.0,71.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,75.0,35.0,10.0,35.0,,25.0,30.0,,5.0,20.0,,30.0,35.0,68.0,83.0,65.0,91.0,97.0,,5.0,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,15.0,10.0,,,,,,,,5.0,10.0,,,,88.0,100.0,,,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,770.0,505.0,245.0,,15.0,150.0,200.0,15.0,90.0,140.0,,155.0,160.0,50.0,62.0,45.0,96.0,100.0,30.0,40.0,70.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,160.0,5.0,85.0,110.0,10.0,40.0,80.0,,,,55.0,69.0,53.0,,,15.0,20.0,71.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02P,NHS BARNSLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,,,705.0,485.0,20.0,240.0,310.0,25.0,130.0,220.0,,,485.0,51.0,64.0,48.0,,100.0,45.0,60.0,70.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02Q,NHS BASSETLAW CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,30.0,30.0,230.0,345.0,10.0,185.0,255.0,15.0,55.0,180.0,,20.0,340.0,56.0,75.0,54.0,98.0,99.0,15.0,20.0,67.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02Q,NHS BASSETLAW CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,20.0,15.0,5.0,5.0,,10.0,15.0,,,10.0,,5.0,5.0,48.0,73.0,48.0,100.0,100.0,,,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02Q,NHS BASSETLAW CCG,All_Provider,nan,CCG,Gender,Female,NULL,285.0,240.0,100.0,145.0,5.0,160.0,235.0,15.0,55.0,155.0,,135.0,140.0,52.0,74.0,51.0,96.0,97.0,10.0,20.0,57.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02Q,NHS BASSETLAW CCG,All_Provider,nan,CCG,Gender,Male,NULL,10.0,5.0,,,5.0,80.0,105.0,,25.0,80.0,,,,60.0,73.0,58.0,,,10.0,10.0,67.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02Q,NHS BASSETLAW CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,15.0,240.0,340.0,20.0,80.0,235.0,,,,54.0,74.0,53.0,,,20.0,35.0,61.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02X,NHS DONCASTER CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,85.0,50.0,40.0,55.0,,30.0,35.0,,10.0,30.0,,50.0,55.0,55.0,65.0,52.0,88.0,100.0,70.0,95.0,74.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02X,NHS DONCASTER CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,30.0,10.0,5.0,25.0,,15.0,15.0,,,15.0,,20.0,25.0,64.0,70.0,59.0,87.0,100.0,,,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02X,NHS DONCASTER CCG,All_Provider,nan,CCG,Gender,Female,NULL,1180.0,595.0,265.0,285.0,15.0,135.0,165.0,15.0,65.0,130.0,,250.0,280.0,51.0,58.0,48.0,87.0,99.0,25.0,40.0,76.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02X,NHS DONCASTER CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,,,,,,,,,,,,71.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,02X,NHS DONCASTER CCG,All_Provider,nan,CCG,Total,Total,NULL,,,720.0,935.0,35.0,430.0,575.0,65.0,185.0,405.0,,,920.0,48.0,62.0,45.0,84.0,99.0,90.0,125.0,74.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03L,NHS ROTHERHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,100.0,75.0,45.0,35.0,25.0,315.0,445.0,25.0,155.0,295.0,,30.0,35.0,49.0,67.0,46.0,91.0,97.0,60.0,95.0,64.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03L,NHS ROTHERHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,15.0,10.0,25.0,20.0,,15.0,15.0,,5.0,15.0,,20.0,20.0,68.0,79.0,68.0,95.0,95.0,,,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03L,NHS ROTHERHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,930.0,650.0,600.0,625.0,20.0,275.0,405.0,25.0,165.0,260.0,,555.0,610.0,46.0,65.0,43.0,89.0,98.0,55.0,85.0,64.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03L,NHS ROTHERHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,350.0,265.0,5.0,140.0,180.0,15.0,55.0,135.0,,235.0,255.0,55.0,69.0,53.0,90.0,97.0,25.0,40.0,60.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03L,NHS ROTHERHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,,,950.0,890.0,30.0,415.0,585.0,40.0,220.0,395.0,,,,48.0,66.0,46.0,,97.0,80.0,125.0,63.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03N,NHS SHEFFIELD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,115.0,95.0,55.0,50.0,65.0,515.0,690.0,45.0,295.0,490.0,,50.0,50.0,52.0,65.0,49.0,98.0,100.0,95.0,145.0,65.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03N,NHS SHEFFIELD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55.0,45.0,25.0,15.0,,10.0,10.0,,5.0,5.0,,15.0,15.0,64.0,69.0,50.0,100.0,100.0,,5.0,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03N,NHS SHEFFIELD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,5.0,,,,,,,,,,,,,,,,,,,,
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03N,NHS SHEFFIELD CCG,All_Provider,nan,CCG,Gender,Female,NULL,,,1185.0,1100.0,55.0,520.0,715.0,45.0,305.0,490.0,,,,50.0,65.0,47.0,,100.0,105.0,160.0,65.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03N,NHS SHEFFIELD CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,,,,,,,,,,35.0,55.0,66.0
Quarter 4 2021/22,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,03N,NHS SHEFFIELD CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,,,,,,65.0
Quarter 4 2021/22,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,140.0,90.0,660.0,795.0,50.0,390.0,540.0,45.0,205.0,360.0,,580.0,760.0,52.0,68.0,48.0,73.0,95.0,40.0,115.0,34.0
Quarter 4 2021/22,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60.0,45.0,30.0,50.0,,30.0,40.0,,10.0,30.0,,20.0,20.0,67.0,78.0,63.0,86.0,90.0,5.0,5.0,71.0
Quarter 4 2021/22,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,95.0,30.0,20.0,5.0,,15.0,15.0,,,15.0,,,,67.0,81.0,67.0,,,,,
Quarter 4 2021/22,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,,,620.0,745.0,45.0,360.0,510.0,40.0,180.0,340.0,,525.0,710.0,52.0,69.0,49.0,71.0,95.0,50.0,120.0,40.0
Quarter 4 2021/22,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,,,,,,,,,,15.0,50.0,32.0
Quarter 4 2021/22,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,1105.0,65.0,535.0,755.0,70.0,270.0,505.0,,,,52.0,68.0,48.0,,,65.0,170.0,38.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,06Q,NHS MID ESSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,105.0,85.0,500.0,705.0,70.0,320.0,470.0,45.0,180.0,305.0,,40.0,40.0,50.0,67.0,49.0,100.0,100.0,100.0,115.0,87.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,06Q,NHS MID ESSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,70.0,40.0,25.0,25.0,5.0,25.0,30.0,,10.0,20.0,,25.0,25.0,63.0,71.0,58.0,100.0,100.0,5.0,5.0,100.0
